N,P,K,temperature,humidity,pH,crop,Crop_N_kg_per_ha,Crop_P2O5_kg_per_ha,Crop_K2O_kg_per_ha,N_dosage_kg_per_ha,P2O5_dosage_kg_per_ha,K2O_dosage_kg_per_ha,Dosage_Notes,dosage
32.97299430609998,80.57572953685977,37.50331134439369,33.99190531422437,58.736166914758456,6.433104577480411,groundnut,132.81147356962418,70.27334747106731,99.78662022584048,35.10008913031051,66.88778476099395,117.00394432042974,Standard Application,"N: 35.10 kg/ha, P2O5: 66.89 kg/ha, K2O: 117.00 kg/ha. Notes: Standard Application"
83.25226475146098,22.205391038989568,225.72207876917645,29.56837475,57.27881201537436,4.790227823429197,spinach,108.93784569052254,61.04349564333003,53.80881018954736,140,60,60,Side-dressing (Heavy feeder),"N: 140.00 kg/ha, P2O5: 60.00 kg/ha, K2O: 60.00 kg/ha. Notes: Side-dressing (Heavy feeder)"
38.60556896977173,16.10421402584584,0,19.02641086246707,58.39166132989601,6.024796307335211,masoor,16.639584676698092,35.647920255825014,24.617696590484424,49.09119656,62.152724806185766,10.437409952214868,Standard Application,"N: 49.09 kg/ha, P2O5: 62.15 kg/ha, K2O: 10.44 kg/ha. Notes: Standard Application"
145,73,181,28.76,60.41,6.4,mango,120,60,60,250,150,250,Standard Application,"N: 250.00 kg/ha, P2O5: 150.00 kg/ha, K2O: 250.00 kg/ha. Notes: Standard Application"
109,79,45,27.66752761,79.68542782,6.490074429,banana,120,60,60,300,130,300,Standard Application,"N: 400.00 kg/ha, P2O5: 130.00 kg/ha, K2O: 600.00 kg/ha. Notes: Standard Application"
40,29,42,24.63228709,89.01574455,7.104094929,pomegranate,100,60,60,250,125,250,Standard Application,"N: 250.00 kg/ha, P2O5: 125.00 kg/ha, K2O: 250.00 kg/ha. Notes: Standard Application"
60.28875813122279,59.62983497031512,29.630278922206408,24.391444285319505,65.43137010562263,6.670473576484695,soybean,21.778727023389987,51.51553131687593,22.7946689,55.15891504229577,36.59463091317739,32.011516179113585,Standard Application,"N: 55.16 kg/ha, P2O5: 36.59 kg/ha, K2O: 32.01 kg/ha. Notes: Standard Application"
21.19648018,24.264491068556804,45.55995059710834,25.02778745969829,61.66818327849538,5.979922937,turmeric,119.73354347970522,60.343264729357486,59.812133518266585,143.7074599071529,60.87449787803676,122.53756473329898,Standard Application,"N: 143.71 kg/ha, P2O5: 60.87 kg/ha, K2O: 122.54 kg/ha. Notes: Standard Application"
17.54242611842634,21.20949428055786,54.10697007556977,34.76576659328195,52.29013551914971,6.546858703,jowar,84.3482973,42.51672692082289,46.95497272562025,82.18540872815134,41.63406337154751,72.90995851523971,Standard Application,"N: 82.19 kg/ha, P2O5: 41.63 kg/ha, K2O: 72.91 kg/ha. Notes: Standard Application"
65,79.537,1,23.594,77.256,6.382,grapes,53.82,61.423,103.526,60,40,80,Standard Application,"N: 60.00 kg/ha, P2O5: 40.00 kg/ha, K2O: 80.00 kg/ha. Notes: Standard Application"
158.7510673956233,45.22365404720704,280.2951008181933,27.839749402165225,61.64014523218687,4.825414331391004,spinach,118.30288017930567,58.24324854555211,51.15873622069668,140,60,60,Side-dressing (Heavy feeder),"N: 140.00 kg/ha, P2O5: 60.00 kg/ha, K2O: 60.00 kg/ha. Notes: Side-dressing (Heavy feeder)"
104,60.965,1,24.773,82.664,7.005,pomegranate,180,43.326,89.319,250,125,250,Standard Application,"N: 250.00 kg/ha, P2O5: 125.00 kg/ha, K2O: 250.00 kg/ha. Notes: Standard Application"
61,64,52,43.30204933,92.83405443,6.641098708,papaya,100,60,60,250,150,300,Standard Application,"N: 250.00 kg/ha, P2O5: 250.00 kg/ha, K2O: 500.00 kg/ha. Notes: Standard Application"
120.1869768121177,17.863182337151034,52.655502005401154,28.97592076103515,95.1562047,6.051137284,muskmelon,101.60267568742132,60.32679133,61.63920882688613,76.46931941382354,37.20715646763766,53.898626430572776,Standard Application,"N: 76.47 kg/ha, P2O5: 37.21 kg/ha, K2O: 53.90 kg/ha. Notes: Standard Application"
53,69.18,1,23.618,47.613,6.474,jowar,134.719,41.829,40.483,80,40,40,Standard Application,"N: 80.00 kg/ha, P2O5: 40.00 kg/ha, K2O: 40.00 kg/ha. Notes: Standard Application"
48.0413169,38.97817821416594,83.51769407099728,19.883173228130484,61.00698956199334,6.494994539295239,ginger,101.15393791252036,59.024772462803405,58.61898707,94.80148335,75.09048572561787,116.9294554779182,Standard Application,"N: 94.80 kg/ha, P2O5: 75.09 kg/ha, K2O: 116.93 kg/ha. Notes: Standard Application"
52.79638505,46.52410728986431,0,30.97957894317989,58.18073984696362,4.5791764032819655,mothbeans,4.561374177962453,29.55976576557988,21.25419661262134,20,59.61474401161222,10,Standard Application,"N: 0.00 kg/ha, P2O5: 59.61 kg/ha, K2O: 0.00 kg/ha. Notes: Standard Application"
80,45,60,25,60.41,6,jowar,80,40,40,80,40,40,Standard Application,"N: 80.00 kg/ha, P2O5: 40.00 kg/ha, K2O: 40.00 kg/ha. Notes: Standard Application"
36.95871225512049,49.83810453594862,16.298068599829364,31.22175673486512,46.21240340660916,6.975875357798808,mothbeans,16.531368903690762,30.13518239949417,14.081360524048632,26.96459966337198,48.09339092935539,31.230114391873315,Standard Application,"N: 26.96 kg/ha, P2O5: 48.09 kg/ha, K2O: 31.23 kg/ha. Notes: Standard Application"
36,54.6,84,21.13,49.854,7.126,jute,145.488,56.099,69.55,80,40,40,Standard Application,"N: 80.00 kg/ha, P2O5: 40.00 kg/ha, K2O: 40.00 kg/ha. Notes: Standard Application"
122,40,88,28.76,60.41,5.5,grapes,100,60,60,60,40,80,Standard Application,"N: 60.00 kg/ha, P2O5: 40.00 kg/ha, K2O: 80.00 kg/ha. Notes: Standard Application"
0,48.04692590704698,22.777630607573204,28.11997143774765,62.175249454872834,6.645372829434084,soybean,121.21383354112496,50.33363700214069,78.21053793796065,20,57.49201810173828,86.53639846368021,Standard Application,"N: 0.00 kg/ha, P2O5: 57.49 kg/ha, K2O: 86.54 kg/ha. Notes: Standard Application"
105,75.201,123,28.775,57.483,6.511,lettuce,94.879,50.692,59.45,120,60,60,Side-dressing (Medium-heavy feeder),"N: 120.00 kg/ha, P2O5: 60.00 kg/ha, K2O: 60.00 kg/ha. Notes: Side-dressing (Medium-heavy feeder)"
96.52747845197996,23.80171226504444,76.92927351,33.287373388851826,88.38060287361166,5.810937826553317,banana,108.9469873879154,65.74473723386308,86.03350982550822,300,104.10686721408354,300,Standard Application,"N: 367.48 kg/ha, P2O5: 104.11 kg/ha, K2O: 687.15 kg/ha. Notes: Standard Application"
120,26,79,28.76,60.41,6.4,mulberry,100,60,60,300,120,120,Standard Application,"N: 300.00 kg/ha, P2O5: 120.00 kg/ha, K2O: 120.00 kg/ha. Notes: Standard Application"
163.99646736134687,50.30592611,27.188116320280194,26.804771216985923,64.77563344245547,7.252557728706588,lettuce,140.50786096533034,72.02255790898151,66.46605596125612,120,60,60,Side-dressing (Medium-heavy feeder),"N: 120.00 kg/ha, P2O5: 60.00 kg/ha, K2O: 60.00 kg/ha. Notes: Side-dressing (Medium-heavy feeder)"
76.70702385343974,46.27535250378048,36.66243725139854,31.229064210460443,58.79170026846503,6.662626920273976,jowar,92.08046384470552,40.59362679193897,40.38951042221557,56.41734938034965,46.32736250184853,141.65830604320615,Standard Application,"N: 56.42 kg/ha, P2O5: 46.33 kg/ha, K2O: 141.66 kg/ha. Notes: Standard Application"
148,54,79,28.76,60.41,5.7,grapes,100,60,60,60,40,80,Standard Application,"N: 60.00 kg/ha, P2O5: 40.00 kg/ha, K2O: 80.00 kg/ha. Notes: Standard Application"
110,20,45,25,60.41,6,cotton,120,60,60,120,60,60,Standard Application,"N: 120.00 kg/ha, P2O5: 60.00 kg/ha, K2O: 60.00 kg/ha. Notes: Standard Application"
122.46065827873616,36.82416623727057,196.4829104461556,31.72005569183637,63.63945319237808,6.4096650281171526,pomegranate,110.37338559108848,62.25075211544775,60.03383644,225.9683996596897,150,244.4617773,Standard Application,"N: 225.97 kg/ha, P2O5: 150.98 kg/ha, K2O: 244.46 kg/ha. Notes: Standard Application"
105,65,65,35,60.41,7.5,cotton,120,60,60,120,60,60,Standard Application,"N: 120.00 kg/ha, P2O5: 60.00 kg/ha, K2O: 60.00 kg/ha. Notes: Standard Application"
106,72.479,84,26.086,51.351,6.308,sugarcane,96.439,59.51,67.298,200,70,120,Standard Application,"N: 200.00 kg/ha, P2O5: 70.00 kg/ha, K2O: 120.00 kg/ha. Notes: Standard Application"
115.26615369021484,96.56908748,57.95477164625645,26.33986826078535,77.64892,6.205237728913295,banana,117.34368302463626,59.31982525870595,60.520861727904666,300,132.78115625047045,300,Standard Application,"N: 407.77 kg/ha, P2O5: 132.78 kg/ha, K2O: 589.71 kg/ha. Notes: Standard Application"
60.49671142658696,47.18077804197264,9.636856754236828,30.74210884880572,61.36848856379599,7.286798104,soybean,22.32974816407355,46.38934559731517,30.14523551436201,60.31504799139012,87.31814350641773,84.50098783798994,Standard Application,"N: 60.32 kg/ha, P2O5: 87.32 kg/ha, K2O: 84.50 kg/ha. Notes: Standard Application"
37,45.66,1,25.451,52.163,6.626,spinach,112.659,75,23.993,140,60,60,Side-dressing (Heavy feeder),"N: 140.00 kg/ha, P2O5: 60.00 kg/ha, K2O: 60.00 kg/ha. Notes: Side-dressing (Heavy feeder)"
92,35.459,110,33.651,50.505,7.249,cotton,176.857,67.532,60.986,120,60,60,Standard Application,"N: 120.00 kg/ha, P2O5: 60.00 kg/ha, K2O: 60.00 kg/ha. Notes: Standard Application"
83.32619352101102,52.35258119647888,36.71308799,26.659472992426487,76.52593360610997,7.135754111912716,jute,101.27908621338555,60.82539688247825,58.39050322665676,93.16286040131928,40.81058973334953,25.740354451287217,Standard Application,"N: 93.16 kg/ha, P2O5: 40.81 kg/ha, K2O: 25.74 kg/ha. Notes: Standard Application"
80,66.646,1,30.395,59.611,6.556,mango,169.063,55.917,20,250,150,250,Standard Application,"N: 250.00 kg/ha, P2O5: 150.00 kg/ha, K2O: 250.00 kg/ha. Notes: Standard Application"
44.606807098110686,36.57526390305739,57.17256506999541,29.953340928868656,61.58791199844451,5.840971291872041,jowar,207.9699976185686,64.66406187,74.05719157742486,121.35073136960928,45.16417133565805,74.20257326563905,Standard Application,"N: 121.35 kg/ha, P2O5: 45.16 kg/ha, K2O: 74.20 kg/ha. Notes: Standard Application"
1,124,199,23.71059131,93.27392415,5.658473817,apple,120,60,60,150,75,150,Standard Application,"N: 150.00 kg/ha, P2O5: 75.00 kg/ha, K2O: 150.00 kg/ha. Notes: Standard Application"
54.78380853007749,35.23952283512758,17.93646579192666,24.753882217994605,60.389518749475286,6.504883158483158,soybean,28.02163248313668,50.3950475,25.655558135246448,27.495964701246724,59.74815026,39.09390130737245,Standard Application,"N: 27.50 kg/ha, P2O5: 59.75 kg/ha, K2O: 39.09 kg/ha. Notes: Standard Application"
5.377001120393508,36.80976702428975,65.03103938052912,31.104158478608493,59.15056309219984,7.744793351721562,jowar,74.66552711832927,37.44904641,37.53862987406292,99.73945780322988,10,92.54956002,Standard Application,"N: 99.74 kg/ha, P2O5: 10.00 kg/ha, K2O: 92.55 kg/ha. Notes: Standard Application"
2,72,18,26.57597546,60.97876599,7.836719564,lentil,114.26962312269764,57.27897421365826,62.18192122414282,30,60,30,Standard Application,"N: 30.00 kg/ha, P2O5: 60.00 kg/ha, K2O: 30.00 kg/ha. Notes: Standard Application"
101,35,93,28.76,60.41,6.2,grapes,100,60,60,60,40,80,Standard Application,"N: 60.00 kg/ha, P2O5: 40.00 kg/ha, K2O: 80.00 kg/ha. Notes: Standard Application"
34,140,198,21.70416965,93.44006288,5.751707342,apple,120,60,60,150,75,150,Standard Application,"N: 150.00 kg/ha, P2O5: 75.00 kg/ha, K2O: 150.00 kg/ha. Notes: Standard Application"
30,45,20,20,60.41,7.5,gram,20,40,20,20,60,40,Standard Application,"N: 20.00 kg/ha, P2O5: 60.00 kg/ha, K2O: 40.00 kg/ha. Notes: Standard Application"
26.204904580388984,74.86177910806177,19.44178253,27.581316152910468,94.27644366,6.648129011654927,papaya,118.7301421,57.73247019881303,69.23410232057239,259.71543637934263,150,300,Standard Application,"N: 259.72 kg/ha, P2O5: 246.17 kg/ha, K2O: 498.69 kg/ha. Notes: Standard Application"
20,41,20,29.27308605,89.4875022,7.073048264,mungbean,114.26962312269764,57.27897421365826,62.18192122414282,20,40,20,Standard Application,"N: 20.00 kg/ha, P2O5: 40.00 kg/ha, K2O: 20.00 kg/ha. Notes: Standard Application"
0,43.75741739577914,12.653786932561284,21.88289786,70.90306074416819,6.778295801917894,kangkong,149.8680246,61.69369136518064,67.52175062590392,150,60,60,Side-dressing / Drenching (Heavy feeder),"N: 150.00 kg/ha, P2O5: 60.00 kg/ha, K2O: 60.00 kg/ha. Notes: Side-dressing / Drenching (Heavy feeder)"
93.28783624146178,6.009681073023986,54.14373106097833,29.34278598515402,50.05620889083119,7.325149529,cotton,150.09579646922006,57.92942754379325,29.285447524127427,96.06734005115844,56.638898276293446,86.63210479601929,Standard Application,"N: 96.07 kg/ha, P2O5: 56.64 kg/ha, K2O: 86.63 kg/ha. Notes: Standard Application"
90.82940991010636,44.499452115457146,0,29.577564179123527,61.33096232669779,6.562553734365717,jowar,181.0094052420569,66.15106494,82.38993117367174,93.30260166,43.442693274540375,47.45138933,Standard Application,"N: 93.30 kg/ha, P2O5: 43.44 kg/ha, K2O: 47.45 kg/ha. Notes: Standard Application"
154,35,93,28.76,60.41,5.7,grapes,100,60,60,60,40,80,Standard Application,"N: 60.00 kg/ha, P2O5: 40.00 kg/ha, K2O: 80.00 kg/ha. Notes: Standard Application"
62.283000747819976,22.76077660354116,18.920285658289657,17.715670571777437,57.953383568614576,6.559509676049652,masoor,4.092562788851216,37.81472898893546,24.44715653837274,20,75.49193878439297,95.36785759033812,Standard Application,"N: 1.38 kg/ha, P2O5: 75.49 kg/ha, K2O: 95.37 kg/ha. Notes: Standard Application"
131,55,194,28.76,60.41,5.7,pomegranate,100,60,60,250,125,250,Standard Application,"N: 250.00 kg/ha, P2O5: 125.00 kg/ha, K2O: 250.00 kg/ha. Notes: Standard Application"
6.813247063649733,73.32785052887344,43.75353884631278,18.474644242675623,19.93171445050169,5.959180294495754,kidneybeans,11.658168383952573,40.220168001880765,25.25175110855651,25,45,20,Side-dressing (Light-medium feeder),"N: 25.00 kg/ha, P2O5: 45.00 kg/ha, K2O: 20.00 kg/ha. Notes: Side-dressing (Light-medium feeder)"
0,66.59133105699436,76.54452941399221,30.85039910316961,97.34635189023496,6.521159970731279,papaya,85.04320162929112,63.93386071,55.28859357,255.2636486,150,300,Standard Application,"N: 255.26 kg/ha, P2O5: 226.85 kg/ha, K2O: 515.51 kg/ha. Notes: Standard Application"
79,49.032,4,35,64.562,5.735,lentil,180,61.952,72.292,30,60,30,Standard Application,"N: 30.00 kg/ha, P2O5: 60.00 kg/ha, K2O: 30.00 kg/ha. Notes: Standard Application"
115,17,55,27.57826922,94.11878202,6.776533055,muskmelon,100,60,60,80,40,60,Standard Application,"N: 80.00 kg/ha, P2O5: 40.00 kg/ha, K2O: 60.00 kg/ha. Notes: Standard Application"
27,139,205,22.48403042,93.40819246,5.772179946,apple,120,60,60,150,75,150,Standard Application,"N: 150.00 kg/ha, P2O5: 75.00 kg/ha, K2O: 150.00 kg/ha. Notes: Standard Application"
96.61666693172042,17.304353118026476,73.1018239,25.61028052096012,98.10997077914524,6.213976443468896,muskmelon,110.12614276140172,57.78814381895667,68.64505117062136,114.69994435835392,50.50888664,74.17152608562081,Standard Application,"N: 114.70 kg/ha, P2O5: 50.51 kg/ha, K2O: 74.17 kg/ha. Notes: Standard Application"
114.1515354524312,24.423655884242272,69.90714705473414,31.149707295599043,91.30220554824338,5.892335540755593,muskmelon,104.6067703703806,61.72461500066866,55.72126256611626,96.51843945331558,41.66771247572981,33.74867604576777,Standard Application,"N: 96.52 kg/ha, P2O5: 41.67 kg/ha, K2O: 33.75 kg/ha. Notes: Standard Application"
60.756906554359794,42.785257380184085,82.64309924806328,28.862244783522485,54.71572486052919,6.661839516046309,ginger,90.86612496,61.10836683562663,60.25476391645041,137.88997557966633,72.60198616957913,39.884659004501216,Standard Application,"N: 137.89 kg/ha, P2O5: 72.60 kg/ha, K2O: 39.88 kg/ha. Notes: Standard Application"
13.42660960884178,53.054827521754085,70.77940456,28.563965372890944,50.28692908645311,7.543659728267331,groundnut,136.51788945884178,75.57567452,53.23648893508045,20,63.25251577635624,31.318012677035192,Standard Application,"N: 5.33 kg/ha, P2O5: 63.25 kg/ha, K2O: 31.32 kg/ha. Notes: Standard Application"
16,139,203,17.82803682,80.96093443,6.27564088,grapes,100,60,60,60,40,80,Standard Application,"N: 60.00 kg/ha, P2O5: 40.00 kg/ha, K2O: 80.00 kg/ha. Notes: Standard Application"
99,12,52,28.69708334,94.30759855,6.002927293,muskmelon,100,60,60,80,40,60,Standard Application,"N: 80.00 kg/ha, P2O5: 40.00 kg/ha, K2O: 60.00 kg/ha. Notes: Standard Application"
91,38,36,26.5232969,77.17331847,7.287318723,jute,100,60,60,80,40,40,Standard Application,"N: 80.00 kg/ha, P2O5: 40.00 kg/ha, K2O: 40.00 kg/ha. Notes: Standard Application"
78.39070767637047,51.57404722116166,57.61857444862001,27.18450976029068,77.92696171,7.433392531927906,jute,116.33744626230046,56.50719625017233,60.04185008008602,77.18145528608707,26.07293453261088,144.4248355518351,Standard Application,"N: 77.18 kg/ha, P2O5: 26.07 kg/ha, K2O: 144.42 kg/ha. Notes: Standard Application"
140,65,55,30,60.41,6,lettuce,150,75,75,120,60,60,Side-dressing (Medium-heavy feeder),"N: 120.00 kg/ha, P2O5: 60.00 kg/ha, K2O: 60.00 kg/ha. Notes: Side-dressing (Medium-heavy feeder)"
144.5778069682355,27.197441016370647,2.562880618968141,28.367397570991667,57.64787398581809,6.151427753567368,mothbeans,124.27019990187584,50.15170670461387,36.27862321,39.146640275056725,42.88539860250367,10,Standard Application,"N: 39.15 kg/ha, P2O5: 42.89 kg/ha, K2O: 0.00 kg/ha. Notes: Standard Application"
172,27,56,28.76,60.41,6.6,mulberry,100,60,60,300,120,120,Standard Application,"N: 300.00 kg/ha, P2O5: 120.00 kg/ha, K2O: 120.00 kg/ha. Notes: Standard Application"
17.289618508570893,5.709360287112641,29.06604359262106,29.60992111106154,91.90936185,5.844798892503436,coconut,115.75158328505876,59.82584937,59.56511769579792,300,150,300,Standard Application,"N: 511.68 kg/ha, P2O5: 308.48 kg/ha, K2O: 1188.11 kg/ha. Notes: Standard Application"
105,55,50,15,60.41,7,wheat,120,60,40,120,60,40,Broadcasting (Medium feeder),"N: 120.00 kg/ha, P2O5: 60.00 kg/ha, K2O: 40.00 kg/ha. Notes: Broadcasting (Medium feeder)"
25.99060758089005,46.771609957003406,10.840914210646174,26.081625,64.60013701535362,6.484039530925981,soybean,37.34261365377101,48.30871961370364,28.14108165733447,22.19434469216544,48.610716991958014,78.91799859759561,Standard Application,"N: 22.19 kg/ha, P2O5: 48.61 kg/ha, K2O: 78.92 kg/ha. Notes: Standard Application"
118.69276877974588,95.88549849834156,47.02179123379794,26.361702259164403,75.40082531266721,6.164302892458628,banana,118.43066712077456,59.230171393851336,60.43386964739602,300,131.54048322540433,300,Standard Application,"N: 397.76 kg/ha, P2O5: 131.54 kg/ha, K2O: 604.49 kg/ha. Notes: Standard Application"
169,17,72,28.76,60.41,6,mulberry,100,60,60,300,120,120,Standard Application,"N: 300.00 kg/ha, P2O5: 120.00 kg/ha, K2O: 120.00 kg/ha. Notes: Standard Application"
117,30,50,24.90123934,87.20772913,6.744966312,watermelon,100,60,60,80,40,60,Standard Application,"N: 80.00 kg/ha, P2O5: 40.00 kg/ha, K2O: 60.00 kg/ha. Notes: Standard Application"
112.4468531156554,29.354752717692428,86.87188849013644,27.767231926713297,84.07387646298443,5.992730659739559,watermelon,112.4580536135233,56.732301205920514,58.53319080411588,36.10870295426903,23.35950161087426,10,Standard Application,"N: 36.11 kg/ha, P2O5: 23.36 kg/ha, K2O: 0.00 kg/ha. Notes: Standard Application"
26.27004485225997,42.20271885565914,41.71084830870779,20.66075655741486,71.18137134520867,7.526958884068736,gram,12.589112579587596,41.95995177734173,19.07781928793995,20,57.56239648358907,40.20444115673679,Standard Application,"N: 0.00 kg/ha, P2O5: 57.56 kg/ha, K2O: 40.20 kg/ha. Notes: Standard Application"
110,55,55,25,60.41,7.5,kangkong,150,60,60,150,60,60,Side-dressing / Drenching (Heavy feeder),"N: 150.00 kg/ha, P2O5: 60.00 kg/ha, K2O: 60.00 kg/ha. Notes: Side-dressing / Drenching (Heavy feeder)"
36.521968390341904,50.451000198832304,77.01651888693722,35.17105594106637,59.89464253881631,5.987990931156556,ginger,102.10912003419703,60.19352256641613,61.21442472833583,89.92686642465961,69.22876896319258,121.65776454806256,Standard Application,"N: 89.93 kg/ha, P2O5: 69.23 kg/ha, K2O: 121.66 kg/ha. Notes: Standard Application"
